question,answer,is_correct
What does Friedreich's ataxia affect?,Bone density.,False
What does Friedreich's ataxia affect?,Facial expression.,False
What does Friedreich's ataxia affect?,Smell and taste.,False
What does Friedreich's ataxia affect?,"The digestive system. 
    A) It is characterized by
    B) It is also known as
    C) Symptoms appear
    D)",False
What does Friedreich's ataxia affect?,The heart.,False
What does Friedreich's ataxia affect?,The nervous system and the digestive system.,False
What does Friedreich's ataxia affect?,The digestive system.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's ataxia,True
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's syndrome.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's fibrillary dysautonomia.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's disease.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's dystonia.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Fiedrich's paralysis.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,"Friedreich's myotonia.
    (Don't worry, it's a common condition)",False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's ataxia syndrome.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedmann's syndrome.,False
What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's gait disorder.,False
What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,True
What award did Louis Eugène Félix Néel receive in 1970?,The Sakurai Prize for Theoretical Physics.,False
What award did Louis Eugène Félix Néel receive in 1970?,The Order of the Aztec Eagle.,False
What award did Louis Eugène Félix Néel receive in 1970?,The Louis Néel prize.,False
What award did Louis Eugène Félix Néel receive in 1970?,Grand Prix de l'Humanité.,False
What award did Louis Eugène Félix Néel receive in 1970?,Grand Cross of the Legion of Honour.,False
What award did Louis Eugène Félix Néel receive in 1970?,The Copley Medal.,False
What award did Louis Eugène Félix Néel receive in 1970?,The Heisenberg Medal.,False
What award did Louis Eugène Félix Néel receive in 1970?,The Charles Taylor Medal.,False
What award did Louis Eugène Félix Néel receive in 1970?,The National Medal of Science.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Magnetic properties of solids,True
What was the field of study that Louis Eugène Félix Néel specialized in?,Crystallography of optical phenomena.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Magnetic resonance spectroscopy.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Quantum Entanglement.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Crystallography of thermodynamic systems.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Thermodynamics of materials.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Crystal dynamics.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Nonlinear dynamics and chaos theory.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Quantum computing theory.,False
What was the field of study that Louis Eugène Félix Néel specialized in?,Quantum cosmology.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Strasbourg,True
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,École Polytechnique in Paris.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Paris.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Lyon.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Lille.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,École Normale Supérieure de Lyon.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Algiers.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Montpellier.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Geneva.,False
What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Liège.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Royal Netherlands Academy of Arts and Sciences,True
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Swedish Royal Academy of Science.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,American Academy of Arts and Sciences.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,French Academy of Sciences.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,National Academy of Sciences.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Norwegian Academy of Science and Letters.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,The Académie des Beaux-Arts in Lille.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,The American Academy of Arts and Sciences.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,École Polytechnique Fédérale de Lausanne.,False
Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Accademia Nazionale delle Scienze del Cimento.,False
What was Lee Lawrie's nationality?,American,True
What was Lee Lawrie's nationality?,British.,False
What was Lee Lawrie's nationality?,Danish.,False
What was Lee Lawrie's nationality?,German.,False
What was Lee Lawrie's nationality?,Italian.,False
What was Lee Lawrie's nationality?,Russian.,False
What was Lee Lawrie's nationality?,French.,False
What was Lee Lawrie's nationality?,Swiss.,False
What was Lee Lawrie's nationality?,Greek.,False
What was Lee Lawrie's nationality?,Irish.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,True
What major award did Lee Lawrie receive from the American Institute of Architects?,American Institute of Architects' Award for Sustainable Design.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Master of Architecture award.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,The Goldsmith Award for Architectural Excellence.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,The Lee Lawrie Bronze Award.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,The Robert L. Verrill Award.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,American Institute of Architects Lifetime Achievement Award.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,Lee Lawrie was awarded the American Institute of Architects' Distinguished Service Medal.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Master Builder Award.,False
What major award did Lee Lawrie receive from the American Institute of Architects?,The Lee Lawrie AIA Gold Medal for Sculpture.,False
What year did Lee Lawrie die?,1963,True
What year did Lee Lawrie die?,1928.,False
What year did Lee Lawrie die?,1978.,False
What year did Lee Lawrie die?,1968.,False
What year did Lee Lawrie die?,1932.,False
What year did Lee Lawrie die?,1988.,False
What year did Lee Lawrie die?,1958.,False
What year did Lee Lawrie die?,1926.,False
What year did Lee Lawrie die?,1967.,False
What year did Lee Lawrie die?,1923.,False
For which international exposition did Lee Lawrie serve as a consultant in 1933-34?,Century of Progress International Exposition in Chicago,True
For which international exposition did Lee Lawrie serve as a consultant in 1933-34?,The Barcelona International Exposition.,False
